,hood,flow,open
count,531.0,531.0,529.0
mean,139007.0,124.86440677966101,34.33938476181462
std,0.0,57.690230644922956,9.781563949219455
min,139007.0,97.0,22.059998999999998
25%,139007.0,98.0,28.809998999999998
50%,139007.0,98.0,30.924999
75%,139007.0,108.0,34.09
max,139007.0,297.0,61.114998
