,hood,flow,open
count,1012.0,1012.0,1006.0
mean,22286.0,233.77667984189722,70.69044174155088
std,0.0,31.640217956402427,9.715833546822346
min,22286.0,165.0,30.619999
25%,22286.0,212.0,62.459998999999996
50%,22286.0,213.0,78.184998
75%,22286.0,277.0,78.95500200000001
max,22286.0,289.0,79.229996
