,hood,flow,open
count,194.0,194.0,194.0
mean,139017.0,128.94329896907217,32.23182943298975
std,0.0,65.4474585093252,13.666851111003535
min,139017.0,97.0,20.439999
25%,139017.0,98.0,25.029999
50%,139017.0,98.0,27.07
75%,139017.0,98.0,27.31
max,139017.0,300.0,75.059998
