,hood,flow,open
count,985.0,985.0,982.0
mean,139449.0,106.4223350253807,29.12950018126261
std,0.0,35.66876050901451,9.065344373595366
min,139449.0,87.0,18.584999
25%,139449.0,95.0,22.63124925
50%,139449.0,95.0,25.869999
75%,139449.0,95.0,35.009997999999996
max,139449.0,296.0,56.68
