,hood,flow,open
count,841.0,841.0,840.0
mean,139227.0,107.87514863258026,23.312832719047634
std,0.0015248438639820833,23.53310461088147,13.355283024836977
min,139227.0,91.0,2.915
25%,139227.0,98.0,13.934999
50%,139227.0,99.0,20.49
75%,139227.0,108.0,34.849998
max,139227.0,296.0,98.434998
