,hood,flow,open
count,785.0,785.0,780.0
mean,139091.0,105.40127388535032,21.533108343589877
std,0.0015783633508628292,27.681787802202482,7.158509195860341
min,139091.0,97.0,17.09
25%,139091.0,98.0,18.164998999999998
50%,139091.0,99.0,18.975
75%,139091.0,99.0,20.135
max,139091.0,296.0,50.889998999999996
