,hood,flow,open
count,975.0,975.0,973.0
mean,139434.0,190.01333333333332,55.77641180061648
std,0.0,41.167420316932585,5.899839521674528
min,139434.0,100.0,39.564999
25%,139434.0,152.0,49.239998
50%,139434.0,191.0,58.174999
75%,139434.0,199.0,60.029999
max,139434.0,297.0,63.305
