,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1752.0,1756.0,4794,1752.0,1752.0,1756.0
mean,20.845586538162987,297.86790935523277,0.23007926574885273,186.23591411744545,78.72477831372159,242.32788846285445
std,17.580241162659323,155.67275936563198,0.42092725721764579,32.16840366217121,104.70806839192137,85.24446412690074
min,0.05,205.53135999999998,False,175.0,21.58893169484791,190.26567999999997
25%,10.264999000000001,205.53135999999998,0.0,175.0,21.58893169484791,190.26567999999997
50%,15.245,208.70968,0.0,175.0,23.836343319628604,191.85484000000002
75%,26.724687312500002,301.46953777777776,0.0,175.0,52.35492787177793,252.37415749999997
max,92.754997,628.2479199999999,True,432.85665266666666,318.2472661659168,622.9507199999999
