1399065622, 22361, NA, NA
1399065643, 22370, NA, NA
1399065664, 22371, NA, NA
1399065670, 22372, 319 l/s, 0 %
1399065675, 22373, 284 l/s, 0 %
1399065682, 22374, 283 l/s, 0 %
1399065688, 22362, 283 l/s, 71.979996 %
1399065693, 22351, 283 l/s, 44.204998 %
1399065699, 22331, 283 l/s, 78.764999 %
1399065704, 22346, 283 l/s, 0.75 %
1399065710, 22364, 211 l/s, 0.865 %
1399065716, 22328, 289 l/s, 79.650002 %
1399065721, 22350, 282 l/s, 1.595 %
1399065727, 22349, 284 l/s, 0.255 %
1399065732, 22363, 283 l/s, 34.934998 %
1399065738, 22334, 282 l/s, 78.259995 %
1399065744, 22365, 283 l/s, 0.46 %
1399065749, 22366, 283 l/s, 0.865 %
1399065755, 22376, 0 l/s, 0 %
1399065760, 22360, 566 l/s, 47.945 %
1399065767, 22377, 283 l/s, 15.45 %
1399065772, 22378, 0 l/s, 0 %
1399065778, 22367, 282 l/s, 73.904999 %
1399065786, 22369, 281 l/s, 0 %
1399065792, 22379, 0 l/s, 0 %
1399065797, 22275, 282 l/s, 80.305 %
1399065803, 22276, 284 l/s, 76.259995 %
1399065808, 22281, 282 l/s, 0.27 %
1399065816, 22286, 213 l/s, 58.174999 %
1399065822, 22295, 280 l/s, 80.689995 %
1399065827, 22296, 279 l/s, 78.419998 %
1399065833, 22291, 278 l/s, 53.02 %
1399065838, 22261, 283 l/s, 78.375 %
1399065844, 22262, 283 l/s, 78.610001 %
1399065850, 22250, 236 l/s, 78.839996 %
1399065855, 22243, 211 l/s, 79.574997 %
1399065862, 22245, 212 l/s, 76.724998 %
1399065868, 22247, 171 l/s, 73.479996 %
1399065873, 22256, 170 l/s, 80.040001 %
1399065879, 22266, 283 l/s, 80.269997 %
1399065884, 22348, 282 l/s, 1.415 %
1399065891, 22347, 212 l/s, 0 %
1399065898, 22352, 284 l/s, 0 %
1399065905, 22315, 65535 l/s, 79.610001 %
1399065911, 22388, 0 l/s, 0 %
1399065917, 22355, 0 l/s, 0 %
1399065922, 22384, 0 l/s, 0 %
1399065928, 22383, 0 l/s, 0 %
1399065933, 22391, 283 l/s, 16.779999 %
1399065939, 22353, 142 l/s, 1.56 %
1399065945, 22354, 142 l/s, 0 %
1399065951, 22375, 283 l/s, 13.049999 %
1399065956, 22356, 281 l/s, 18.65 %
1399065962, 22358, 212 l/s, 113.524994 %
1399065976, 22359, 0 l/s, 0 %
1399065989, 22381, 142 l/s, 0 %
1399066010, 22341, NA, NA
1399066032, 22382, NA, NA
1399066052, 22394, NA, NA
1399066065, 22389, 0 l/s, 0 %
1399066086, 22390, NA, NA
1399066099, 22385, 206 l/s, 27.434999 %
1399066112, 22392, 0 l/s, 0 %
1399066118, 22386, 142 l/s, 29.359999 %
1399066125, 22393, 0 l/s, 0 %
1399066131, 22380, 0 l/s, 0 %
1399066136, 22387, 281 l/s, 64.724998 %
1399066142, 22357, 142 l/s, 56.619999 %
1399066163, 139002, NA, NA
1399066184, 139003, NA, NA
1399066205, 139004, NA, NA
1399066210, 139005, NA, NA
1399066231, 139006, NA, NA
1399066252, 139007, NA, NA
1399066258, 139008, NA, NA
1399066270, 139046, 98 l/s, 16.355 %
1399066292, 139047, NA, NA
1399066313, 139048, NA, NA
1399066334, 139049, NA, NA
1399066355, 139050, NA, NA
1399066376, 139051, NA, NA
1399066397, 139052, NA, NA
1399066418, 139053, NA, NA
1399066431, 139058, 98 l/s, 17.545 %
1399066437, 139059, 97 l/s, 16.775 %
1399066450, 139060, 98 l/s, 17.355 %
1399066456, 139061, 99 l/s, 17.66 %
1399066462, 139062, 99 l/s, 17.744999 %
1399066467, 139063, 99 l/s, 20.135 %
1399066473, 139068, 168 l/s, 51.889999 %
1399066494, 139072, NA, NA
1399066499, 139073, 99 l/s, 15.429999 %
1399066505, 139074, 98 l/s, 18.164999 %
1399066511, 139075, 98 l/s, 15.964999 %
1399066518, 139076, 98 l/s, 17.82 %
1399066539, 139077, NA, NA
1399066559, 139078, NA, NA
1399066581, 139089, NA, NA
1399066601, 139090, NA, NA
1399066622, 139091, NA, NA
1399066642, 139092, NA, NA
1399066663, 139093, NA, NA
1399066684, 139094, NA, NA
1399066705, 139095, NA, NA
1399066727, 139222, NA, NA
1399066748, 139223, NA, NA
1399066769, 139224, NA, NA
1399066790, 139225, NA, NA
1399066803, 139226, 98 l/s, 2.015 %
1399066808, 139227, 98 l/s, 21.334999 %
1399066829, 139228, NA, NA
1399066835, 139229, 105 l/s, 5.06 %
1399066840, 139230, 101 l/s, 16.494999 %
1399066846, 139231, 99 l/s, 7.235 %
1399066852, 139232, 116 l/s, 17.24 %
1399066857, 139233, 98 l/s, 11.969999 %
1399066863, 139237, 121 l/s, 28.955 %
1399066884, 139238, NA, NA
1399066890, 139244, 115 l/s, 39.829998 %
1399066911, 139245, NA, NA
1399066916, 139246, 105 l/s, 26.879999 %
1399066930, 139247, 98 l/s, 32.889999 %
1399066951, 139248, NA, NA
1399066957, 139249, 121 l/s, 32.040001 %
1399066963, 139251, 267 l/s, 48.809998 %
1399066984, 139252, NA, NA
1399067005, 139253, NA, NA
1399067026, 139254, NA, NA
1399067047, 139255, NA, NA
1399067068, 139256, NA, NA
1399067089, 139257, NA, NA
1399067109, 139260, NA, NA
1399067130, 139261, NA, NA
1399067150, 139262, NA, NA
1399067172, 139263, NA, NA
1399067193, 139268, NA, NA
1399067213, 139267, NA, NA
1399067234, 139276, NA, NA
1399067256, 139277, NA, NA
1399067276, 139278, NA, NA
1399067298, 139279, 125 l/s, NA
1399067303, 139280, 99 l/s, 31.264999 %
1399067308, 139281, 148 l/s, 28.269999 %
1399067322, 139282, 98 l/s, 16.994999 %
1399067327, 139283, 97 l/s, 30.635 %
1399067333, 139284, 99 l/s, 30.889999 %
1399067339, 139285, 98 l/s, 0 %
1399067345, 139291, 114 l/s, 39.18 %
1399067350, 139295, 98 l/s, 23.18 %
1399067356, 139428, 107 l/s, 30.849998 %
1399067361, 139430, 95 l/s, 44.07 %
1399067368, 139433, 98 l/s, 27.305 %
1399067373, 139434, 98 l/s, 34.09 %
1399067379, 139435, 187 l/s, 56.829998 %
1399067384, 139436, 284 l/s, 53.209999 %
1399067390, 139437, 98 l/s, 19.09 %
1399067396, 139438, 129 l/s, 45.114998 %
1399067402, 139439, 98 l/s, 33.239998 %
1399067407, 139443, 135 l/s, 56.219997 %
1399067413, 139445, 120 l/s, 47.384998 %
1399067418, 139446, 184 l/s, 56.715 %
1399067424, 139447, 98 l/s, 23.564999 %
1399067430, 139449, 94 l/s, 17.315001 %
1399067435, 139451, 104 l/s, 44.689999 %
1399067441, 139457, 98 l/s, 30.545 %
1399067447, 139014, 98 l/s, 14.155 %
1399067452, 139015, 98 l/s, 17.5 %
1399067458, 139016, 98 l/s, 47.024998 %
1399067464, 139017, 98 l/s, 34.950001 %
1399067470, 139018, 85 l/s, 53.869999 %
1399067475, 139019, 98 l/s, 12.92 %
1399067481, 139020, 84 l/s, 43.549999 %
1399067486, 139026, 215 l/s, 81.909996 %
1399067492, 139027, 103 l/s, 54.414997 %
1399067498, 139028, 98 l/s, 33.779999 %
1399067503, 139029, 193 l/s, 121.579994 %
1399067509, 139030, 99 l/s, 20.09 %
1399067515, 139031, 90 l/s, 39.184998 %
1399067521, 139032, 295 l/s, 0 %
1399067526, 139033, 219 l/s, 68.885002 %
1399067532, 139202, 174 l/s, 36.02 %
1399067538, 139203, 158 l/s, 51.355 %
1399067543, 139204, 143 l/s, 46.575001 %
1399067549, 139205, 185 l/s, 55.904999 %
1399067555, 139206, 98 l/s, 26.955 %
1399067561, 139207, 118 l/s, 41.029999 %
1399067566, 139208, 98 l/s, 18.164999 %
1399067572, 139209, 98 l/s, 17.629999 %
1399067578, 139210, 97 l/s, 26.799999 %
1399067583, 139211, 98 l/s, 18.174999 %
1399067589, 139214, 98 l/s, 19.09 %
1399067594, 139215, 99 l/s, 17.889999 %
1399067608, 22361, 283 l/s, 0 %
1399067614, 22370, 283 l/s, 0 %
1399067619, 22371, 0 l/s, 0 %
1399067625, 22372, 319 l/s, 0 %
1399067630, 22373, 284 l/s, 0 %
1399067636, 22374, 283 l/s, 0 %
1399067641, 22362, 283 l/s, 71.979996 %
1399067647, 22351, 283 l/s, 44.334999 %
1399067653, 22331, 283 l/s, 78.764999 %
1399067658, 22346, 283 l/s, 0.805 %
1399067664, 22364, 212 l/s, 0.81 %
1399067670, 22328, 289 l/s, 79.650002 %
1399067675, 22350, 282 l/s, 1.67 %
1399067681, 22349, 284 l/s, 0.33 %
1399067687, 22363, 283 l/s, 34.934998 %
1399067692, 22334, 282 l/s, 78.259995 %
1399067699, 22365, 282 l/s, 0.46 %
1399067704, 22366, 283 l/s, 0.865 %
1399067710, 22376, 0 l/s, 0 %
1399067715, 22360, 566 l/s, 47.945 %
1399067721, 22377, 283 l/s, 15.45 %
1399067727, 22378, 0 l/s, 0 %
1399067732, 22367, 283 l/s, 73.904999 %
1399067738, 22369, 282 l/s, 0 %
1399067743, 22379, 0 l/s, 0 %
1399067749, 22275, 283 l/s, 80.305 %
1399067754, 22276, 284 l/s, 76.259995 %
1399067760, 22281, 282 l/s, 0.27 %
1399067766, 22286, 212 l/s, 58.174999 %
1399067771, 22295, 211 l/s, 80.689995 %
1399067777, 22296, 279 l/s, 78.419998 %
1399067783, 22291, 171 l/s, 53.02 %
1399067789, 22261, 283 l/s, 78.375 %
1399067795, 22262, 283 l/s, 78.610001 %
1399067801, 22250, 236 l/s, 78.839996 %
1399067806, 22243, 212 l/s, 79.574997 %
1399067812, 22245, 212 l/s, 76.724998 %
1399067818, 22247, 170 l/s, 73.479996 %
1399067824, 22256, 169 l/s, 80.040001 %
1399067830, 22266, 283 l/s, 80.269997 %
1399067836, 22348, 282 l/s, 1.415 %
1399067842, 22347, 212 l/s, 0 %
1399067848, 22352, 284 l/s, 0 %
1399067853, 22315, 65535 l/s, 79.610001 %
1399067859, 22388, 0 l/s, 0 %
1399067865, 22355, 0 l/s, 0 %
1399067870, 22384, 0 l/s, 0 %
1399067876, 22383, 0 l/s, 0 %
1399067882, 22391, 283 l/s, 16.725 %
1399067887, 22353, 142 l/s, 1.56 %
1399067914, 22354, NA, NA
1399067935, 22375, NA, NA
1399067956, 22356, NA, NA
1399067977, 22358, NA, NA
1399067998, 22359, NA, NA
1399068019, 22381, NA, NA
1399068040, 22341, NA, NA
1399068061, 22382, NA, NA
1399068082, 22394, NA, NA
1399068103, 22389, NA, NA
1399068108, 22390, NA, NA
1399068129, 22385, NA, NA
1399068151, 22392, NA, NA
1399068171, 22386, NA, NA
1399068191, 22393, NA, NA
1399068212, 22380, NA, NA
1399068233, 22387, NA, NA
1399068254, 22357, NA, NA
1399068259, 139002, NA, NA
1399068264, 139003, NA, NA
1399068269, 139004, NA, NA
1399068275, 139005, NA, NA
1399068280, 139006, NA, NA
1399068285, 139007, NA, NA
1399068290, 139008, 130 l/s, 49.125 %
1399068296, 139046, 98 l/s, 16.355 %
1399068302, 139047, NA, NA
1399068307, 139048, NA, NA
1399068312, 139049, NA, NA
1399068317, 139050, NA, NA
1399068323, 139051, NA, NA
1399068328, 139052, NA, NA
1399068334, 139053, 97 l/s, 17.355 %
1399068340, 139058, 98 l/s, 17.545 %
1399068345, 139059, 97 l/s, 16.775 %
1399068351, 139060, 98 l/s, 17.355 %
1399068357, 139061, 99 l/s, 17.629999 %
1399068362, 139062, 99 l/s, 17.775 %
1399068368, 139063, 98 l/s, 20.09 %
1399068373, 139068, 168 l/s, 51.889999 %
1399068379, 139072, 99 l/s, 16.744999 %
1399068385, 139073, 99 l/s, 15.429999 %
1399068390, 139074, 99 l/s, 18.164999 %
1399068396, 139075, 98 l/s, 15.964999 %
1399068401, 139076, 98 l/s, 17.82 %
1399068407, 139077, NA, NA
1399068412, 139078, NA, NA
1399068417, 139089, NA, NA
1399068423, 139090, NA, NA
1399068428, 139091, NA, NA
1399068434, 139092, NA, NA
1399068439, 139093, NA, NA
1399068444, 139094, NA, NA
1399068450, 139095, NA, NA
1399068455, 139222, NA, NA
1399068460, 139223, NA, NA
1399068466, 139224, 65535 l/s, 8.65 %
1399068471, 139225, 97 l/s, 1.05 %
1399068478, 139226, 98 l/s, 2.085 %
1399068483, 139227, 98 l/s, 21.334999 %
1399068490, 139228, 97 l/s, 8.58 %
1399068496, 139229, 105 l/s, 5.06 %
1399068502, 139230, 98 l/s, 16.494999 %
1399068507, 139231, 99 l/s, 7.235 %
1399068513, 139232, 117 l/s, 17.17 %
1399068518, 139233, 98 l/s, 11.969999 %
1399068524, 139237, 122 l/s, 28.955 %
1399068530, 139238, 122 l/s, 29.385 %
