,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3207.9273438595833,3182.5577599999992,231.275322663503,3195.2425519297913,5996.666666666667,5996.666666666667,0,0.0
2013-10-24 18:00:00-05:00,2,5996.666666666667,2520.0,0,5996.666666666667,3016.656474170417,3184.676639999999,178.35473548040727,3100.666557085208,5996.666666666667,5996.666666666667,0,0.0
2013-10-24 19:00:00-05:00,3,5996.666666666667,2520.0,0,5996.666666666667,3241.397677964583,3187.854959999999,265.20317158204756,3214.626318982291,5996.666666666667,5996.666666666667,0,0.0
2013-10-24 20:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3218.510581943385,3550.18344,487.5708461527813,3384.3470109716927,5996.666666666667,5996.666666666667,0,0.0
2013-10-24 21:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3008.73475370625,3331.1820571428566,277.9085379278716,3169.9584054245533,5996.666666666667,5996.666666666667,0,0.0
2013-10-24 22:00:00-05:00,3,5996.666666666667,2520.0,0,5996.666666666667,3264.677846099791,3433.998186666666,355.6412086111191,3349.338016383229,5996.666666666667,5996.666666666667,0,0.0
2013-10-24 23:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3018.0073886529167,3244.0052799999994,213.2812794609232,3131.0063343264587,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 00:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3190.4387153521875,3187.678386666666,259.82459935655754,3189.0585510094274,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 01:00:00-05:00,3,5996.666666666667,2520.0,0,5996.666666666667,3212.1120579233334,3186.7955199999997,220.41622781498396,3199.4537889616663,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 02:00:00-05:00,2,5996.666666666667,2520.0,0,5996.666666666667,,,,,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 03:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3033.7711646433336,3188.1492488888885,163.79731649523404,3110.960206766111,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 04:00:00-05:00,2,5996.666666666667,2520.0,0,5996.666666666667,3242.1035942473954,3187.325239999999,245.16753243468656,3214.714417123698,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 05:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3054.145553787691,3187.854959999999,197.87608967103074,3121.0002568938453,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 06:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3024.780613568333,3191.562999999999,172.23553281669996,3108.1718067841666,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 07:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,,,,,5996.666666666667,5996.666666666667,0,0.0
2013-10-25 08:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,,,,,2896.6666666666665,2896.6666666666665,0,0.0
