,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,1,3930.0,2520.0,0.0,3930.0,3227.5124242012503,3182.5577599999992,278.7672147177182,3205.035092100625,3930.0,3930.0,0.0,0.0
2013-10-24 18:00:00-05:00,1,3930.0,2520.0,0.0,3930.0,3187.0541192334376,3184.676639999999,237.93538735165873,3185.865379616718,3930.0,3930.0,0.0,0.0
2013-10-24 19:00:00-05:00,0,2380.0,2520.0,140.0,2520.0,3034.737905335833,3187.854959999999,167.81664451456248,3111.296432667916,3034.737905335833,3187.854959999999,514.7379053358331,667.8549599999992
2013-10-24 20:00:00-05:00,1,3930.0,2520.0,0.0,3930.0,3221.103644720521,3550.18344,410.414031507854,3385.6435423602607,3930.0,3930.0,0.0,0.0
2013-10-24 21:00:00-05:00,0,2380.0,2520.0,140.0,2520.0,3015.8591322679167,3331.1820571428566,272.87084153517816,3173.5205947053864,3015.8591322679167,3331.1820571428566,495.8591322679167,811.1820571428566
2013-10-24 22:00:00-05:00,3,3930.0,2520.0,0.0,3930.0,3224.0991186408332,3433.998186666666,329.7452418208054,3329.0486526537497,3930.0,3930.0,0.0,0.0
2013-10-24 23:00:00-05:00,0,2380.0,2520.0,140.0,2520.0,3043.855255789583,3244.0052799999994,195.0040773293765,3143.9302678947915,3043.855255789583,3244.0052799999994,523.8552557895832,724.0052799999994
2013-10-25 00:00:00-05:00,3,3930.0,2520.0,0.0,3930.0,3005.04299334,3187.678386666666,183.9447262997964,3096.360690003333,3930.0,3930.0,0.0,0.0
2013-10-25 01:00:00-05:00,0,2380.0,2520.0,140.0,2520.0,3001.621466307083,3186.7955199999997,187.48781707886178,3094.2084931535414,3001.621466307083,3186.7955199999997,481.6214663070832,666.7955199999997
2013-10-25 02:00:00-05:00,2,3930.0,2520.0,0.0,3930.0,,,,,3930.0,3930.0,0.0,0.0
2013-10-25 03:00:00-05:00,2,3930.0,2520.0,0.0,3930.0,3218.975783024167,3188.1492488888885,208.23317879436246,3203.5625159565275,3930.0,3930.0,0.0,0.0
2013-10-25 04:00:00-05:00,2,3930.0,2520.0,0.0,3930.0,3072.9487339479165,3187.325239999999,185.09673539907578,3130.1369869739583,3930.0,3930.0,0.0,0.0
2013-10-25 05:00:00-05:00,2,3930.0,2520.0,0.0,3930.0,2992.567642214584,3187.854959999999,193.14070028246113,3090.2113011072915,3930.0,3930.0,0.0,0.0
2013-10-25 06:00:00-05:00,0,2380.0,2520.0,140.0,2520.0,3007.7700309408333,3191.562999999999,184.2638311445395,3099.6665154704165,3007.7700309408333,3191.562999999999,487.7700309408333,671.5629999999992
2013-10-25 07:00:00-05:00,3,3930.0,2520.0,0.0,3930.0,,,,,3930.0,3930.0,0.0,0.0
2013-10-25 08:00:00-05:00,3,3930.0,2520.0,0.0,3930.0,,,,,3930.0,3930.0,0.0,0.0
2013-10-25 09:00:00-05:00,3,3930.0,2520.0,0.0,3930.0,2709.62840834875,3330.87936,489.8476510781162,3020.253884174375,3930.0,3930.0,0.0,0.0
