,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,3,5996.666666666667,2520.0,0,5996.666666666667,3936.220864455556,3182.5577599999992,532.9202918906409,3559.3893122277777,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-24 18:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3928.3285545034723,3184.676639999999,525.8413115879553,3556.502597251736,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-24 19:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,3910.8848091520836,3187.854959999999,511.25930933591684,3549.369884576042,3910.8848091520836,3187.854959999999,1014.218142485417,291.1882933333327
2013-10-24 20:00:00-05:00,3,5996.666666666667,2520.0,0,5996.666666666667,3903.460946498611,3550.18344,422.34152239076917,3726.8221932493057,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-24 21:00:00-05:00,2,5996.666666666667,2520.0,0,5996.666666666667,4083.7396858710317,3331.1820571428566,683.7384211653814,3707.460871506944,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-24 22:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,4117.705923651389,3433.998186666666,574.1279195171511,3775.8520551590277,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-24 23:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,3938.2908884530093,3244.0052799999994,490.93406181747673,3591.1480842265037,3938.2908884530093,3244.0052799999994,1041.6242217863428,347.3386133333329
2013-10-25 00:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,3922.2983008631945,3187.678386666666,519.4547229231697,3554.9883437649305,3922.2983008631945,3187.678386666666,1025.631634196528,291.0117199999995
2013-10-25 01:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,3920.0833310777775,3186.7955199999997,518.5127837743562,3553.439425538889,3920.0833310777775,3186.7955199999997,1023.416664411111,290.12885333333315
2013-10-25 02:00:00-05:00,3,5996.666666666667,2520.0,0,5996.666666666667,,,,,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-25 03:00:00-05:00,2,5996.666666666667,2520.0,0,5996.666666666667,4048.0392703694447,3188.1492488888885,608.0340652636278,3618.094259629167,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-25 04:00:00-05:00,1,5996.666666666667,2520.0,0,5996.666666666667,3944.735402152865,3187.325239999999,535.5698617980388,3566.030321076432,5996.666666666667,5996.666666666667,0.0,0.0
2013-10-25 05:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,3909.0401887862267,3187.854959999999,509.9549657665052,3548.447574393113,3909.0401887862267,3187.854959999999,1012.3735221195602,291.1882933333327
2013-10-25 06:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,3881.5767611291667,3191.562999999999,487.9134096066625,3536.5698805645834,3881.5767611291667,3191.562999999999,984.9100944625002,294.8963333333327
2013-10-25 07:00:00-05:00,0,2896.6666666666665,2520.0,0,2896.6666666666665,,,,,2896.6666666666665,2896.6666666666665,0.0,0.0
