,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,2381.6884602,1476.85936,639.8107925663426,1929.2739101,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-24 18:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2260.5439601999997,1476.85936,554.1486951128887,1868.7016601,2260.5439601999997,1690.0,570.5439601999997,0.0
2013-10-24 19:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-24 20:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-24 21:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 22:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,2398.1244560857144,1476.825726984127,651.4565788462808,1937.4750915349202,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-24 23:00:00-05:00,2,2521.6666666666665,1690.0,0.0,2521.6666666666665,2637.7434259708334,1477.5656533333333,820.369570413881,2057.6545396520833,2637.7434259708334,2521.6666666666665,116.0767593041669,0.0
2013-10-25 00:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,2444.13393695,1477.9188,683.2172754224333,1961.0263684749998,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 01:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2296.7004494,1476.85936,579.7151938101067,1886.7799046999999,2296.7004494,1690.0,606.7004493999998,0.0
2013-10-25 02:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2269.9424601,1476.85936,560.7944381251598,1873.4009100499998,2269.9424601,1690.0,579.9424601000001,0.0
2013-10-25 03:00:00-05:00,2,2521.6666666666665,1690.0,0.0,2521.6666666666665,2720.072088875,1477.5656533333333,878.5847262394386,2098.8188711041666,2720.072088875,2521.6666666666665,198.40542220833368,0.0
2013-10-25 04:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2265.550961,1478.97824,556.1909049154542,1872.2646005000001,2265.550961,1690.0,575.5509609999999,0.0
2013-10-25 05:00:00-05:00,2,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 06:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 07:00:00-05:00,3,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 08:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 09:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2710.4152689999996,1930.2996799999996,581.9030814688903,2320.3574745,2710.4152689999996,1930.2996799999996,1020.4152689999996,240.29967999999963
2013-10-25 10:00:00-05:00,5,1810.1666666666667,1690.0,0.0,1810.1666666666667,3673.7484292000004,1930.2996799999996,1232.8044332105242,2802.0240546,3673.7484292000004,1930.2996799999996,1863.5817625333336,120.13301333333288
2013-10-25 11:00:00-05:00,4,1810.1666666666667,1690.0,0.0,1810.1666666666667,,,,,1810.1666666666667,1810.1666666666667,0.0,0.0
2013-10-25 12:00:00-05:00,2,1810.1666666666667,1690.0,0.0,1810.1666666666667,,,,,1810.1666666666667,1810.1666666666667,0.0,0.0
2013-10-25 13:00:00-05:00,4,1810.1666666666667,1690.0,0.0,1810.1666666666667,3754.97253817,1826.47456,1363.653997868553,2790.723549085,3754.97253817,1826.47456,1944.8058715033333,16.307893333333368
2013-10-25 14:00:00-05:00,5,1810.1666666666667,1690.0,0.0,1810.1666666666667,4044.424152685,1826.47456,1568.327197317505,2935.4493563425,4044.424152685,1826.47456,2234.257486018333,16.307893333333368
2013-10-25 15:00:00-05:00,4,1810.1666666666667,1690.0,0.0,1810.1666666666667,3802.50092186,1822.2368000000001,1400.2581891076302,2812.36886093,3802.50092186,1822.2368000000001,1992.334255193333,12.070133333333388
2013-10-25 16:00:00-05:00,6,1810.1666666666667,1690.0,0.0,1810.1666666666667,3967.962983425,1831.8777040000002,1510.440386274179,2899.9203437125007,3967.962983425,1831.8777040000002,2157.796316758333,21.71103733333348
2013-10-25 17:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,2951.9379441833335,1884.3906133333332,754.8699568816345,2418.164278758333,2951.9379441833335,2521.6666666666665,430.27127751666694,0.0
2013-10-25 18:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2855.9428310000003,2006.5793599999997,657.3553633865837,2431.2610955,2855.9428310000003,2006.5793599999997,1165.9428310000003,316.5793599999997
2013-10-25 19:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 20:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 21:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 22:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 23:00:00-05:00,2,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-26 00:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-26 01:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-26 02:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-26 03:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-26 04:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-26 05:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2839.8307213750004,1828.32858,715.2400233509763,2334.0796506875004,2839.8307213750004,1828.32858,1149.8307213750004,138.3285800000001
2013-10-26 06:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2838.4502839,1890.0409599999998,670.6266642702394,2364.24562195,2838.4502839,1890.0409599999998,1148.4502839000002,200.0409599999998
2013-10-26 07:00:00-05:00,0,1098.6666666666665,1690.0,591.3333333333335,1690.0,2860.2766906000006,1946.6728436363635,646.0154755061068,2403.474767118182,2860.2766906000006,1946.6728436363635,1170.2766906000006,256.6728436363635
2013-10-26 08:00:00-05:00,2,2521.6666666666665,1690.0,0.0,2521.6666666666665,3247.260061527273,1911.22976,944.7160860806428,2579.244910763636,3247.260061527273,2521.6666666666665,725.5933948606066,0.0
2013-10-26 09:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,2943.0969396,2008.1685199999997,690.6231465925731,2475.6327298,2943.0969396,2521.6666666666665,421.4302729333335,0.0
