,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,2477.93719695,1476.85936,707.8689270029058,1977.3982784749999,2477.93719695,1690.0,787.9371969499998,0.0
2013-10-24 18:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,2379.0482094,1476.85936,637.9438533216288,1927.9537847,2379.0482094,1690.0,689.0482093999999,0.0
2013-10-24 19:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 20:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 21:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 22:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,2445.0857267190477,1476.825726984127,684.6632117642465,1960.9557268515873,2445.0857267190477,1690.0,755.0857267190477,0.0
2013-10-24 23:00:00-05:00,0,861.5,1690.0,828.5,1690.0,2309.1459148,1477.5656533333333,588.0160419839623,1893.3557840666663,2309.1459148,1690.0,619.1459147999999,0.0
2013-10-25 00:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,2505.9539126083328,1477.9188,726.930599423229,1991.9363563041666,2505.9539126083328,1690.0,815.9539126083328,0.0
2013-10-25 01:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,2471.7954505,1476.85936,703.5260564397822,1974.32740525,2471.7954505,1690.0,781.7954504999998,0.0
2013-10-25 02:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,2494.35069695,1476.85936,719.4750241559118,1985.6050284749997,2494.35069695,1690.0,804.3506969499999,0.0
2013-10-25 03:00:00-05:00,0,861.5,1690.0,828.5,1690.0,2214.033214933333,1477.5656533333333,520.7612069312814,1845.799434133333,2214.033214933333,1690.0,524.033214933333,0.0
2013-10-25 04:00:00-05:00,0,861.5,1690.0,828.5,1690.0,2297.9429593,1478.97824,579.0955065695676,1888.4605996499997,2297.9429593,1690.0,607.9429593,0.0
2013-10-25 05:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 06:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 07:00:00-05:00,2,1573.0,1690.0,117.0,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 08:00:00-05:00,2,1573.0,1690.0,117.0,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 09:00:00-05:00,2,1573.0,1690.0,117.0,1690.0,3123.1060324,1930.2996799999996,885.4645618719048,2526.7028562000005,3123.1060324,1930.2996799999996,1433.1060324,240.29967999999963
2013-10-25 10:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,2909.8340706,1930.2996799999996,734.6585114461664,2420.0668753,2909.8340706,2521.6666666666665,388.1674039333334,0.0
2013-10-25 11:00:00-05:00,2,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 12:00:00-05:00,1,2521.6666666666665,1690.0,0.0,2521.6666666666665,,,,,2521.6666666666665,2521.6666666666665,0.0,0.0
2013-10-25 13:00:00-05:00,4,2521.6666666666665,1690.0,0.0,2521.6666666666665,3797.041113523333,1826.47456,1393.400972775753,2811.7578367616666,3797.041113523333,2521.6666666666665,1275.3744468566665,0.0
2013-10-25 14:00:00-05:00,5,2521.6666666666665,1690.0,0.0,2521.6666666666665,3870.1890949866665,1826.47456,1445.124406498584,2848.3318274933335,3870.1890949866665,2521.6666666666665,1348.52242832,0.0
