,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,1899.3679152175,1476.85936,298.75866450353516,1688.11363760875,1899.3679152175,1690.0,209.3679152175,0.0
2013-10-24 18:00:00-05:00,2,1573.0,1690.0,117.0,1690.0,2012.5136579574998,1476.85936,378.7647864573772,1744.6865089787498,2012.5136579574998,1690.0,322.51365795749984,0.0
2013-10-24 19:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 20:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 21:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-24 22:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,1782.8348285085715,1476.825726984127,238.45587292956776,1629.830277746349,1782.8348285085715,1690.0,92.83482850857149,0.0
2013-10-24 23:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,1731.4498835999998,1477.5656533333333,209.6807766495515,1604.5077684666667,1731.4498835999998,1690.0,41.449883599999794,0.0
2013-10-25 00:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,1729.7286838,1477.9188,205.4563748013451,1603.8237419,1729.7286838,1690.0,39.7286838,0.0
2013-10-25 01:00:00-05:00,0,861.5,1690.0,828.5,1690.0,1726.5519817599998,1476.85936,214.41841695471112,1601.7056708799998,1726.5519817599998,1690.0,36.55198175999976,0.0
2013-10-25 02:00:00-05:00,0,861.5,1690.0,828.5,1690.0,1729.7910818199998,1476.85936,206.18663365857648,1603.3252209099999,1729.7910818199998,1690.0,39.79108181999982,0.0
2013-10-25 03:00:00-05:00,2,1573.0,1690.0,117.0,1690.0,1886.9725496849999,1477.5656533333333,289.49439267485457,1682.2691015091664,1886.9725496849999,1690.0,196.97254968499988,0.0
2013-10-25 04:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,1727.3109818799999,1478.97824,206.44205472755277,1603.14461094,1727.3109818799999,1690.0,37.31098187999987,0.0
2013-10-25 05:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 06:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 07:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 08:00:00-05:00,0,861.5,1690.0,828.5,1690.0,,,,,1690.0,1690.0,0.0,0.0
2013-10-25 09:00:00-05:00,1,1573.0,1690.0,117.0,1690.0,1981.28468218,1930.2996799999996,445.3850355974955,1955.7921810899998,1981.28468218,1930.2996799999996,291.2846821799999,240.29967999999963
2013-10-25 10:00:00-05:00,3,1810.1666666666667,1690.0,0.0,1810.1666666666667,2186.4294984225,1930.2996799999996,527.0913294111434,2058.36458921125,2186.4294984225,1930.2996799999996,376.2628317558331,120.13301333333288
2013-10-25 11:00:00-05:00,5,1810.1666666666667,1690.0,0.0,1810.1666666666667,,,,,1810.1666666666667,1810.1666666666667,0.0,0.0
