,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,0.0,3836.6666666666665,3150.0,0,3836.6666666666665,,,,,3836.6666666666665,3836.6666666666665,0.0,0.0
2013-10-24 18:00:00-05:00,0.0,3836.6666666666665,3150.0,0,3836.6666666666665,,,,,3836.6666666666665,3836.6666666666665,0.0,0.0
2013-10-24 19:00:00-05:00,1.0,8751.666666666668,3150.0,0,8751.666666666668,,,,,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-24 20:00:00-05:00,2.0,8751.666666666668,3150.0,0,8751.666666666668,,,,,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-24 21:00:00-05:00,1.0,8751.666666666668,3150.0,0,8751.666666666668,,,,,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-24 22:00:00-05:00,1.0,8751.666666666668,3150.0,0,8751.666666666668,3361.554820866667,3267.3129599999997,66.6390588906188,3314.433890433333,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-24 23:00:00-05:00,3.0,8751.666666666668,3150.0,0,8751.666666666668,3494.7796904027778,3267.3129599999997,172.10755401127113,3381.0463252013888,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-25 00:00:00-05:00,2.0,8751.666666666668,3150.0,0,8751.666666666668,3572.836315895833,3267.3129599999997,220.03192269436101,3420.074637947916,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-25 01:00:00-05:00,2.0,8751.666666666668,3150.0,0,8751.666666666668,3505.3983027,3267.3129599999997,175.98104651335566,3386.35563135,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-25 02:00:00-05:00,1.0,8751.666666666668,3150.0,0,8751.666666666668,,,,,8751.666666666668,8751.666666666668,0.0,0.0
2013-10-25 03:00:00-05:00,1.0,8751.666666666668,3150.0,0,8751.666666666668,3354.7578962625003,3267.3129599999997,62.19219308134895,3311.03542813125,8751.666666666668,8751.666666666668,0.0,0.0
