,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,4.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-24 18:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,,,,,3150.0,3150.0,0.0,0.0
2013-10-24 19:00:00-05:00,3.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-24 20:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-24 21:00:00-05:00,5.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-24 22:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,3198.1475,3267.3129599999997,99.9405349804839,3232.7302299999997,5475.0,5475.0,0.0,0.0
2013-10-24 23:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,3150.0,3267.3129599999997,110.51683010164086,3208.6564799999996,3150.0,3267.3129599999997,0.0,117.31295999999975
2013-10-25 00:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,3150.0,3267.3129599999997,110.51683010164086,3208.6564799999996,5475.0,5475.0,0.0,0.0
2013-10-25 01:00:00-05:00,3.0,5475.0,3150.0,0.0,5475.0,3150.0,3267.3129599999997,110.51683010130438,3208.6564799999996,5475.0,5475.0,0.0,0.0
2013-10-25 02:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-25 03:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,3201.0407949933333,3267.3129599999997,87.00365932503844,3234.1768774966663,5475.0,5475.0,0.0,0.0
2013-10-25 04:00:00-05:00,3.0,5475.0,3150.0,0.0,5475.0,3256.7915049149997,3267.3129599999997,66.8209013327335,3262.0522324574995,5475.0,5475.0,0.0,0.0
2013-10-25 05:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,3190.6075,3268.9021199999993,80.67928567221541,3229.7548099999995,5475.0,5475.0,0.0,0.0
2013-10-25 06:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,,,,,3150.0,3150.0,0.0,0.0
2013-10-25 07:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-25 08:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,,,,,3150.0,3150.0,0.0,0.0
2013-10-25 09:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,3150.0,3606.3337599999995,346.91767428447326,3378.1668799999998,3150.0,3606.3337599999995,0.0,456.33375999999953
2013-10-25 10:00:00-05:00,9.0,6294.166666666667,3150.0,0.0,6294.166666666667,3314.2271875200004,3606.3337599999995,245.65071480228224,3460.28047376,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 11:00:00-05:00,9.0,6294.166666666667,3150.0,0.0,6294.166666666667,,,,,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 12:00:00-05:00,10.0,6294.166666666667,3150.0,0.0,6294.166666666667,,,,,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 13:00:00-05:00,5.0,6294.166666666667,3150.0,0.0,6294.166666666667,3336.8654763520003,5004.088266666667,1185.8771793281805,4170.476871509333,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 14:00:00-05:00,9.0,6294.166666666667,3150.0,0.0,6294.166666666667,3508.0157674003963,5414.545592380951,1396.4164280535767,4461.280679890675,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 15:00:00-05:00,11.0,6294.166666666667,3150.0,0.0,6294.166666666667,3369.3532434000003,4041.7635999999993,505.69999866212135,3705.5584216999996,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 16:00:00-05:00,8.0,6294.166666666667,3150.0,0.0,6294.166666666667,3416.292391785,4111.510066666667,530.6439434007083,3763.9012292258326,6294.166666666667,6294.166666666667,0.0,0.0
2013-10-25 17:00:00-05:00,3.0,5475.0,3150.0,0.0,5475.0,3319.36858011,3500.389759999999,171.20111582294885,3409.8791700549996,5475.0,5475.0,0.0,0.0
2013-10-25 18:00:00-05:00,3.0,5475.0,3150.0,0.0,5475.0,3168.879988,3500.389759999999,277.6126197950309,3334.6348739999994,5475.0,5475.0,0.0,0.0
2013-10-25 19:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,,,,,3150.0,3150.0,0.0,0.0
2013-10-25 20:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-25 21:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-25 22:00:00-05:00,3.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-25 23:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,,,,,3150.0,3150.0,0.0,0.0
2013-10-26 00:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-26 01:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-26 02:00:00-05:00,1.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-26 03:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-26 04:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,,,,,5475.0,5475.0,0.0,0.0
2013-10-26 05:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,3174.9224,3499.330319999999,272.5908520869628,3337.1263599999997,3174.9224,3499.330319999999,24.922399999999925,349.3303199999991
2013-10-26 06:00:00-05:00,4.0,5475.0,3150.0,0.0,5475.0,3158.9568,3500.0366133333328,284.37966091818214,3329.496706666666,5475.0,5475.0,0.0,0.0
2013-10-26 07:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,3158.9568,3500.389759999999,284.6293733209352,3329.6732799999995,5475.0,5475.0,0.0,0.0
2013-10-26 08:00:00-05:00,2.0,5475.0,3150.0,0.0,5475.0,3163.6698545454547,3500.7750109090903,281.02432696146747,3332.2224327272725,5475.0,5475.0,0.0,0.0
2013-10-26 09:00:00-05:00,0.0,3017.5,3150.0,132.5,3150.0,3168.42,3500.3897599999996,277.93788042888207,3334.4048799999996,3168.42,3500.3897599999996,18.420000000000073,350.38975999999957
