,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,334.0,334.0,334.0,334.0,334.0,177.0,178.0,177.0,178.0,334.0,334.0,334.0,334.0
mean,1.6706586826347305,2074.316367265466,1690.0,185.89820359281467,2260.2145708582793,2024.7584101959164,1731.6202538255425,353.07007516238383,1877.2245432180443,2284.1854570416863,2271.336724665349,23.970886183407245,11.122153807069834
std,1.7738274518956345,661.6402858901597,0.0,274.94726333313616,386.69302255702644,271.50787970255686,233.24318445204673,127.15700011575179,230.16931276628438,366.5410938982734,374.4852213057271,59.086956402583354,54.45287074805142
min,0.0,1098.6666666666665,1690.0,0.0,1690.0,1690.0,1421.76848,165.8628218261532,1551.5310399999998,1690.0,1690.0,0.0,0.0
25%,0.0,1098.6666666666665,1690.0,0.0,1690.0,1828.81048446,1564.4397333333332,256.72968005682617,1723.4603051408926,1829.1099687699998,1690.0,0.0,0.0
50%,1.0,2521.6666666666665,1690.0,0.0,2521.6666666666665,1950.6987797200002,1657.1495619999996,325.31383468974855,1819.640688837375,2521.6666666666665,2521.6666666666665,0.0,0.0
75%,3.0,2521.6666666666665,1690.0,591.3333333333335,2521.6666666666665,2155.9791200097725,1843.4255999999998,432.5018514228591,1996.2860239676647,2521.6666666666665,2521.6666666666665,0.0,0.0
max,7.0,2521.6666666666665,1690.0,591.3333333333335,2521.6666666666665,2765.32530459,2614.6979199999996,702.6625744312489,2665.2762620142503,2765.32530459,2614.6979199999996,311.7198196145457,532.7051199999996
