22347,1.4331724786661972
22373,1.6291762955767024
22281,1.9220374422562574
22352,2.032437224044909
22359,3.3698839797930575
22361,4.355937918369326
139231,10.630895422649976
139253,10.964147826470724
139285,12.485192901423847
139230,12.878143708023117
22374,13.015758124509437
22351,14.143334591524004
139268,14.340639792213237
139222,14.367517855599962
139026,17.415306797278966
139050,18.08667077591095
139053,18.251064455168724
139019,18.994958617241856
139233,19.28605037069091
139058,19.504949425406505
139279,19.735723270718704
139061,19.782483758226324
139060,19.893542647259324
139048,19.945834813180713
139062,20.000831503582873
139059,20.17076041950311
139063,20.253392446688398
139282,20.845586538162987
139283,21.230775242045762
22384,21.26820145492236
139051,21.458007905919885
139049,21.89010832508466
139015,21.913084314499766
139232,23.284573088520826
139029,24.9450690628486
139032,25.456018951701076
139277,25.583639254521415
139046,25.77667040470702
139030,26.0121114680834
139257,26.490507709208167
139246,26.568119608505793
139251,27.76841206432675
139449,38.13600547094186
22357,38.64965975532166
139451,38.984496902459696
139031,39.00288533959765
22379,39.11998943443277
139016,39.236763879028544
139443,39.73648562597882
139028,40.22863096896139
22362,44.66830204549599
139434,47.46913968555126
22360,56.11906490698854
22387,58.12768328472871
22291,67.85502615377938
22286,72.54500483754383
22367,73.89646902143116
22331,75.21078638596641
