139231,1669
22360,1656
22387,1912
22291,1844
139253,1697
139285,1754
139230,1657
22374,1274
22286,1791
22367,1602
22331,1473
22351,1421
139268,1728
22359,1785
22361,1142
139222,1599
139026,1517
139050,1287
139053,1365
22347,1901
22373,1261
22281,1828
22352,1905
139019,1502
139233,1647
139058,1381
139279,1759
139061,1468
139449,1779
22357,1938
139451,1767
139031,1481
139016,1529
22379,1619
139443,1773
139028,1495
139060,1451
139048,1255
139062,1475
22362,1342
139434,1768
139059,1420
139063,1470
139282,1752
139283,1760
22384,1702
139051,1315
139049,1278
139015,1521
139232,1664
139029,1494
139032,1491
139277,1754
139046,1231
139030,1480
139257,1691
139246,1682
139251,1684
