,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,617.6999999999792,0.0,0.0,617.6999999999792,0.0
1,reduced unoccupied ach,548.7518867924445,0.0,0.036373616566777685,548.7882604090113,344.5586979548398
2,reduced unoccupied face velocity,617.6999999999792,0.0,0.012112663277839468,617.7121126632571,0.0
3,sash reduced 20%,617.6999999999792,0.0,0.0,617.6999999999792,0.0
4,sash reduced 50%,617.6999999999792,0.0,0.0,617.6999999999792,0.0
5,"reduced ach, sash reduced 20%",547.6761006289224,0.0,0.0,547.6761006289224,350.11949685528407
6,"reduced ach, sash reduced 50%",546.991509433954,0.0,0.0,546.991509433954,353.5424528301263
7,"all reduced (ach, face vel, sash 50%)",547.8716981131996,0.0,0.0,547.8716981131996,349.14150943389814
