,ottomaass-230-9__mcgill-standard__otto-mass-119-230,ottomaass-230-16__mcgill-standard__otto-mass-119-230,ottomaass-230-13__mcgill-standard__otto-mass-119-230,ottomaass-230-8__mcgill-standard__otto-mass-119-230,ottomaass-230-16__mcgill-standard__otto-mass-119-230,ottomaass-230-4__mcgill-standard__otto-mass-119-230,ottomaass-230-18__mcgill-standard__otto-mass-119-230,ottomaass-230-13__mcgill-standard__otto-mass-119-230,ottomaass-230-2__mcgill-standard__otto-mass-119-230,ottomaass-230-9__mcgill-standard__otto-mass-119-230,ottomaass-230-2__mcgill-standard__otto-mass-119-230,ottomaass-230-9__mcgill-standard__otto-mass-119-230,ottomaass-230-16__mcgill-standard__otto-mass-119-230,ottomaass-230-16__mcgill-standard__otto-mass-119-230,ottomaass-230-9__mcgill-standard__otto-mass-119-230
2013-10-27 19:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 20:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 20:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 21:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 21:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 22:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 22:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 23:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-27 23:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 00:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 00:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 01:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 01:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 02:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 02:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 03:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 03:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 04:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 04:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 05:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 05:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 06:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 06:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 07:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 07:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 08:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 08:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 09:00:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 09:30:00-05:00,200.0,200.0,212.68125000000003,200.0,200.0,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 10:00:00-05:00,200.0,350.65625,354.46875000000006,200.0,210.39375,200.0,,354.46875000000006,200.0,200.0,200.0,200.0,210.39375,350.65625,200.0
2013-10-28 10:30:00-05:00,200.0,210.39375,212.68125000000003,200.0,210.39375,200.0,,212.68125000000003,200.0,200.0,200.0,200.0,350.65625,350.65625,200.0
2013-10-28 11:00:00-05:00,200.0,351.77083125,212.68125000000003,200.0,211.06249875000003,200.0,,354.46875000000006,200.0,200.0,200.0,200.0,351.77083125,351.77083125,200.0
2013-10-28 11:30:00-05:00,200.0,353.99999375,372.02082812500004,200.0,212.39999625,200.0,,372.02082812500004,200.0,200.0,200.0,200.0,212.39999625,353.99999375,200.0
2013-10-28 12:00:00-05:00,200.0,353.99999375,275.86873125,317.3437374999999,212.39999625,200.0,,275.86873125,200.0,200.0,200.0,200.0,212.39999625,353.99999375,200.0
2013-10-28 12:30:00-05:00,200.0,353.52082291666665,275.86873125,203.91666145833335,212.11249375,200.0,,275.86873125,200.0,200.0,200.0,200.0,353.52082291666665,353.52082291666665,200.0
2013-10-28 13:00:00-05:00,200.0,353.2812374999999,275.86873125,200.0,353.2812374999999,200.0,,275.86873125,200.0,200.0,200.0,200.0,353.2812374999999,353.2812374999999,200.0
2013-10-28 13:30:00-05:00,200.0,211.96874249999996,275.86873125,204.12499999999997,211.96874249999996,200.0,,275.86873125,200.0,200.0,200.0,200.0,211.96874249999996,211.96874249999996,200.0
2013-10-28 14:00:00-05:00,200.0,211.96874249999996,273.4093575,225.12499999999997,211.96874249999996,200.0,,455.68226250000004,200.0,200.0,200.0,200.0,211.96874249999996,211.96874249999996,200.0
2013-10-28 14:30:00-05:00,200.0,353.2812374999999,435.18748125,200.0,211.96874249999996,200.0,,435.18748125,200.0,200.0,200.0,200.0,353.2812374999999,211.96874249999996,200.0
2013-10-28 15:00:00-05:00,200.0,353.2812374999999,261.11248875,200.0,211.96874249999996,200.0,,261.11248875,200.0,200.0,200.0,200.0,211.96874249999996,211.96874249999996,200.0
2013-10-28 15:30:00-05:00,200.0,353.2812374999999,349.09373750000003,283.89583333333337,353.2812374999999,200.0,,209.45624250000003,200.0,200.0,200.0,200.0,211.96874249999996,353.2812374999999,200.0
2013-10-28 16:00:00-05:00,200.0,211.96874249999996,200.0,200.0,211.96874249999996,200.0,,200.0,200.0,200.0,200.0,200.0,211.96874249999996,211.96874249999996,200.0
2013-10-28 16:30:00-05:00,200.0,211.96874249999996,200.0,200.0,211.96874249999996,200.0,,200.0,200.0,200.0,200.0,200.0,211.96874249999996,211.96874249999996,200.0
2013-10-28 17:00:00-05:00,200.0,211.96874249999996,200.0,200.0,211.96874249999996,200.0,,200.0,200.0,200.0,200.0,200.0,211.96874249999996,211.96874249999996,200.0
2013-10-28 17:30:00-05:00,200.0,212.32499625000003,200.0,200.0,212.32499625000003,200.0,,200.0,200.0,200.0,200.0,200.0,212.32499625000003,212.32499625000003,200.0
2013-10-28 18:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 18:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 19:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 19:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 20:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 20:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 21:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 21:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 22:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 22:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 23:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-28 23:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 00:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 00:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 01:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 01:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 02:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 02:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 03:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 03:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 04:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 04:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 05:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 05:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 06:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 06:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 07:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 07:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 08:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 08:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 09:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 09:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 10:00:00-05:00,200.0,200.0,207.27083125000001,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 10:30:00-05:00,200.0,200.0,268.93749375,242.21873124999996,200.0,236.62500624999998,,268.93749375,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 11:00:00-05:00,200.0,200.0,200.0,242.21873124999996,200.0,200.0,,268.93749375,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 11:30:00-05:00,200.0,200.0,200.0,242.21873124999996,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 12:00:00-05:00,200.0,200.0,200.0,200.0,200.0,236.62500624999998,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 12:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 13:00:00-05:00,200.0,200.0,402.9947833333333,200.0,297.96875312500003,200.0,,241.79686999999998,200.0,200.0,200.0,200.0,297.96875312500003,297.96875312500003,200.0
2013-10-29 13:30:00-05:00,200.0,200.0,238.03124375000004,305.0624875,200.0,200.0,,238.03124375000004,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 14:00:00-05:00,200.0,200.0,235.96874625000004,200.0,200.0,200.0,,393.28124375000004,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 14:30:00-05:00,200.0,200.0,209.196871875,305.0624875,200.0,200.0,,348.661453125,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 15:00:00-05:00,200.0,200.0,200.0,305.0624875,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 15:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 16:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 16:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 17:00:00-05:00,200.0,248.90938062499995,200.0,200.0,248.90938062499995,200.0,,200.0,200.0,200.0,200.0,200.0,248.90938062499995,248.90938062499995,200.0
2013-10-29 17:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 18:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 18:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 19:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 19:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 20:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 20:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 21:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 21:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 22:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 22:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 23:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-29 23:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 00:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 00:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 01:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 01:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 02:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 02:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 03:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 03:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 04:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 04:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 05:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 05:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 06:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 06:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 07:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 07:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 08:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 08:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 09:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 09:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 10:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 10:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 11:00:00-05:00,200.0,200.0,418.9583458333333,305.0624875,200.0,200.0,,251.37500749999995,200.0,200.0,324.5937375,200.0,200.0,200.0,200.0
2013-10-30 11:30:00-05:00,200.0,200.0,251.28750750000003,200.0,200.0,200.0,,418.8125125,324.5937375,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 12:00:00-05:00,200.0,200.0,251.28750750000003,305.0624875,200.0,200.0,,251.28750750000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 12:30:00-05:00,200.0,200.0,418.8125125,200.0,200.0,200.0,,251.28750750000003,200.0,200.0,324.5937375,200.0,200.0,200.0,200.0
2013-10-30 13:00:00-05:00,200.0,200.0,251.28750750000003,200.0,200.0,200.0,,418.8125125,324.5937375,200.0,324.5937375,200.0,200.0,200.0,200.0
2013-10-30 13:30:00-05:00,200.0,200.0,251.28750750000003,305.0624875,200.0,200.0,,418.8125125,324.5937375,200.0,324.5937375,200.0,200.0,200.0,200.0
2013-10-30 14:00:00-05:00,200.0,200.0,251.28750750000003,200.0,200.0,200.0,,251.28750750000003,200.0,200.0,324.5937375,200.0,200.0,200.0,200.0
2013-10-30 14:30:00-05:00,200.0,200.0,418.8125125,200.0,200.0,200.0,,418.8125125,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 15:00:00-05:00,200.0,200.0,418.8125125,305.0624875,200.0,200.0,,251.28750750000003,324.5937375,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 15:30:00-05:00,200.0,200.0,418.8125125,200.0,200.0,200.0,,251.28750750000003,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 16:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 16:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 17:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 17:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 18:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 18:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 19:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 19:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 20:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 20:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 21:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 21:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 22:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 22:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 23:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-30 23:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 00:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 00:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 01:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 01:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 02:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 02:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 03:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 03:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 04:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 04:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 05:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 05:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 06:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 06:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 07:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 07:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 08:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 08:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 09:00:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
2013-10-31 09:30:00-05:00,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
