,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,281.0,281.0,335,281.0,281.0,281.0
mean,21.816346688348357,217.14641458236557,0.23582089552238805,210.1227428971388,5.558388341933576,213.63457873975213
std,7.291048599354167,29.95832742616325,0.42514579835801164,1.2387022886059285,20.715156021448003,15.226065293215868
min,15.659999999999998,206.6871127272727,False,210.0,0.16325681359845842,208.34355636363637
25%,16.514998999999996,209.76911999999996,0.0,210.0,0.16325681368759354,209.88455999999996
50%,16.599999,209.76911999999996,0.0,210.0,0.16325681368759354,209.88455999999996
75%,28.609998999999995,209.76912,0.0,210.0,0.16325681368759354,209.88456
max,47.620831666666675,402.5872,True,225.837032096,136.17971508973,306.29359999999997
